id	text	misogynous	misogyny_category	target
1930	Tell you one thing-- I've seen more'n enough dick and balls tonight to last me a lifetime.	0	0	0
1931	Fulfill all your entertainment needs! The 3GB RAM of Huawei Y7 Prime allows you run more apps at once. #HuaweiMobileNepal #HuaweiY7Prime https://t.co/NqUOwjzuOf	0	0	0
1932	JIN SAYS 'VOTE US ON MWAVE YOU HOE' :) https://t.co/7N8jutZWhk	0	0	0
1933	@BJTitzenbier I prefer animation like LT myself but, if you ever do watch RAM, I suggest watching the first 2 seasons &; skip the lamer 3rd season.	0	0	0
1934	Bri: you put in the hole- Me: *starts laughing like a child* Bri: *starts laughing* whoops	0	0	0
1935	@is_enticing Do you take some else's help? Or just ram into somebody?	0	0	0
1936	Society always tryna make you believe you gotta be a hoe to have fun. Fuck that shit	0	0	0
1938	@unlimitedclout Brittany is a beautiful woman and not a hee hoe I'm gonna love her forever	0	0	0
1939	My family’s idea of a merienda for this moment is siopao. They really hate me. Me: *calls Tim Ho Wan* Do you deliver in elyu? 😢	0	0	0
1940	@Telegraph stupid slag	0	0	0
1941	@AnYaMemories @juthee_alam @TheSomyaSeth How do you know baby boy. Baby ho gya kya	0	0	0
1942	@dougchaplin Doug why don’t you concentrate on speaking out about those who commit sexual assault and rape instead… https://t.co/vcdTzFb21K	0	0	0
1943	Happiest of birthdays to the main hoe 😏💃🏻 I hope you have a wonderful day angel 🌹💞 @jordan_scholtz	0	0	0
1944	@spindIeweed I am not sure how much you have seen about this, but this is a pretty strange take on it. to say rape is the main plot point is dismissive	0	0	0
1945	@MooroLLM @preccy_3 Thought I'd got away with it 👀 I fancy us...sorry you today. Anything but a win for that cunt Mourinho will do for me. #jurgenaut #COYR	0	0	0
1946	If you ''Repeatedly'' Rape Stab Carry Acid Incite Murder you 'may' Go to Prison..what Fuckin Planet am i Living on...	0	0	0
1947	@chaiwaala @mwilcox @desantis Yes you can. Universe is information we can perceive, black hole is singularity of information imperception	0	0	0
1948	@Adrian357Adrian @ianlfc05 @ClinicalFirmino I have a big cock, doubt you can say the same	0	0	0
1949	@PennarRobinsFC @samsouthcott9 Delete these tweets you cringey cunt	0	0	0
1950	like okay you say you fwhim but he ain't going nowhere my hoe forever 😌	0	0	0
1951	accusing a woman of lying about rape to get attention means you're trash	0	0	0
1952	This is superb. Practical guide for rights of women esp at divorce and rape in marriage. @HHbruichladdich @RehmanYasmin @SBSisters https://t.co/DTWy7j77Ri	0	0	0
1953	Lets go down the Slate rabbit hole: Christina Cauterucci is a woman who seems to think men FALSELY accused of rape… https://t.co/XikXpQAVsd	0	0	0
1954	How can you not engage? As enraging as it all is... fuck it all off I say. Turn off the power. Reset. Reboot. Escape the cunt booth.	0	0	0
1955	The woman who accused rapper, Nelly of rape, has refused to testify against him in court and has asked for the case to be dropped. https://t.co/SXk99SfCIB	0	0	0
1956	I’ve never understood why people stand and wait on they food at Tolly Ho... you a good one	0	0	0
1957	Enimen, you are a disgrace to America! Go crawl back into your hole..... I Would NEVER Let my grand children listen to your NON Music,1	0	0	0
1958	SkrewDriver All skrewed up FULL ALBUM @AmberRuddHR are you listening, slag? You might learn something💀 https://t.co/zi0AySs8qf	0	0	0
1959	@DanielBaguley Libya was on a rise till you guys bombed them to hell hole, now talking bout backwards	0	0	0
1960	FAQ: I need fast delivery - can you get me out of a hole? #print #marketing #eventprofs https://t.co/XQ2rzTZbYn	0	0	0
1961	Hope your PlayStation blows up you silly cunt https://t.co/5U7FUMyut9	0	0	0
1962	@MarkDavisRaider Mike I don't know you from a hole in the wall you're a businessman either way you can't lose, but… https://t.co/x7BEBK4HqD	0	0	0
1963	Did you know that Gurmeet Ram Rahim Singh Ji has donated 25 lacs from the Earning of Jattu Engineer for bone bank! https://t.co/MRZS6jJWhI'	0	0	0
1964	@zesty_leftwing Its the muslins, you can't object to rape in Islam, to do so is to insult Muhammed.	0	0	0
1965	Politically, I call it rape whenever a woman has sex and feels violated.-Catharine MacKinnon	0	0	0
1966	@midhatkidwai @slavish @polysmind what is the name of the hole from where your shit?? dou you shit from your brain?… https://t.co/wWsASwAiH3	0	0	0
1967	When you come in the house @ 3 &amp; it’s a problem 😂😂 FSE Shut Up Hoe &amp; GTB	0	0	0
1968	And you won't get me in a hole to rot with your hemlock on the rocks.	0	0	0
1969	A boy does everything to finish school with flying colors &; you expel him few days before his graduation? Did he kill or rape anyone?	0	0	0
1971	@Gaurav220594 You whilst looking at ur cock 'where is it? Why is it so small?'	0	0	0
1972	@_juliannemoore @rosemcgowan No you are not pulling out. Amazon have decided not to show the rape produced series to try and look better. Don't pretend it's your choice	0	0	0
1973	71-32-6, you literally aren't good enough to win 1/3 of our meetings. Go back to your hole https://t.co/ioHtEAzEjh	0	0	0
1974	@ajaydevgn you sir such a humble person but @aamir_khan he is a business man. Ab to confirm ho gaya screen 50-50 hi milega 😂	0	0	0
1975	@SixxVazquez Lmao on my grandmother , you never knew me in 2012 so stop while you really ahead hoe	0	0	0
1976	Lol no. Not in that sense, you give yourself to your husband doesnt mean he should rape. The woman is still the primary owner of her body. https://t.co/5JtIze5cFf	0	0	0
1977	everytime i reach the highlights of smut im reading me: ok hoe calm down calm down sit your ass relax its just a smut	0	0	0
1978	@BugsySeigal @brian_bluesky @mikelallen6 For somebody who supports white rape, you are thankfully the minority. Get a fucking life and don’t breed. Imbecile.	0	0	0
1979	@dq_keepit100 @YouTube lmfao.. fasho.. you alreday kno i was doing thus hoe huh	0	0	0
1980	Around 70 messages from men &amp; fake accounts honestly 🙄 you are Soooooooooooo boring send nudes,do you like cock, how wet are you 😴#TeenSlut	0	0	0
1981	@weathernetwork When you sleep in the night and there's a hole in the bottom and you don't notice it you're most likely going to drown.	0	0	0
1982	@embedded_iot I tell you what... I could fall down the rabbit hole of collecting old medical stuff! Gorgeous!	0	0	0
1983	@NamesNotBecky Do you have a tow bar on your ram?	0	0	0
1984	My brother is such a dick to his girlfriend who is so damn nice and it literally pisses me off.	0	0	0
1985	@jackie__20 At least you got to go hoe	0	0	0
1986	@suicidal_harlot @bratfuck @brattycunt your own source doesn't even say what you claim it does. *with the exception of rape* is what it says	0	0	0
1987	@realDonaldTrump I though in a free country you could worship whoever you want too? Isnt america the home of the free? You're a cunt	0	0	0
1988	In America, only 7% of rapists are convicted. It's about power - men want to know they can rape, harass, abuse any woman &amp; get away with it.	0	0	0
1989	How far can you go down the rabbit hole ?	0	0	0
1990	Nah If i kiss my girl my dick gonna get hard &; im tryna fck 🤷🏻‍♀️ You sleep !! https://t.co/4KNYEJAaB5	0	0	0
1991	@billshortenmp The man asked you a question. Make sure you answer it you weak bubble headed socialist union whore. https://t.co/t9G53v0ieD	0	0	0
1992	@Dreddnought are you ok Hun? There’s a Mark shaped hole in my Facebook. ❤️❤️❤️❤️	0	0	0
1993	@joshtame123 Watch the trailer you stupid cunt, you’ll love it	0	0	0
1994	My bunker alfa in my phone have only 1 floor I know this is a problem with my ram . But can you fix it soon . Need chopper @LastDaySurvival	0	0	0
1995	If you voted yes ya moms a hoe	0	0	0
1996	@2SatanSatire @CogGrinder @N4tTurner Welp I think you said the correct thing. Though now he's protected his tweets. What a fuckin cunt.	0	0	0
1997	@mattkeogh Shame you won't protect children from threats of violence, harassment or rape	0	0	0
1998	@betterpakistan @ImranKhanPTI Hoe your dreams also return to you as nightmare	0	0	0
1999	Bitch boi still doesn’t know his girl still barking up my tree 😴	0	0	0
2000	BEL WHERE THE HELL ARE YOU YOUR SIDE HOE MINHYUK IS NOW IN BLACK MYDMD!DMMF	0	0	0
2001	69. #Bozo is the friend who tries to con you into privacy so he can either pressurise you into consensual sex or rape you.	0	0	0
2002	It's so annoying how people believe that the husband can rape the wife. She doesnt want sex at that time you should understand not force her	0	0	0
2003	Saturday Twitter Tip Find 5 men you disagree with Ensure they are blocked to prevent rape and death threats Ign… https://t.co/I6p5bFip1j	0	0	0
2004	@MomoMischief got really excited hearing you on Rico’s stream only to find out you still aren’t streaming because of ram issues. ::lesigh::	0	0	0
2005	You're chip leader and your hole cards are 6h Js are you taking it down?	0	0	0
2006	@realDonaldTrump NOT LONG NOW BEFORE YOU ARE IMPEACHED .. YOU YELLOW BELLIED SELF-CENTRED CUNT ...... NEVER DID NATIONAL SERVICE .. COWARD!	0	0	0
2007	“ go talk to your side hoes “ first of all you are the side ho 😂😂😂	0	0	0
2008	@m_poncho Useless stupid cunt furious	0	0	0
2009	@DVATW I know you don't apply common sense, but common sense says no-one would be cautioned for rape is a successful prosecution was possible.	0	0	0
2010	@Zaddy__Zayn @Noleen_ZjM @anupamae hoe you dont even know??Tragique....add me back	0	0	0
2011	@The_Hallam38 @jodielouise812 Ps - Andy, I’ll meet you at the Ram in town for the Rams game today. Really excited for this one!	0	0	0
2012	@GrahamPerrettMP @vanOnselenP at least he speaks out against organisations who threaten to rape children you applaud them and support them.	0	0	0
2013	@AllStarBacon Honestly, if they are calling you a cunt for not responding to them in time because they have issues, that's pretty fucking shitty. Love ya	0	0	0
2014	Rene Lavice, Jareth - Let You Go (Ram) #DrumnBass https://t.co/P4OW8uqtu6	0	0	0
2015	@trumpsterMG @realDonaldTrump You're a dick. Said every woman ever	0	0	0
2016	Only you hoe	0	0	0
2017	Online seller, pls display price you cunt!	0	0	0
2018	...we need to be the ones to ensure this culture of rape, and this belief that power gives you entitlement ends with this generation...	0	0	0
2019	Apparently 'fuck off and die you stupid cunt' with no prior engagement is within twitter rules. I bet @jack would disagree if i tweeted that	0	0	0
2020	Don't let the world ending distract you from the fact that you're a hoe.	0	0	0
2021	@lemmymat @BelAkinyii Hata maasai wako na aids you stupid son of a bitch. Luos are the ones who live lavish lifestyle in Kenya while u live like bedbugs. Puga	0	0	0
2022	@AlfieKent98 Grow up you slag	0	0	0
2023	@gbz2016 @dreammail4u @timesofindia @sagarikaghose How many women commited Jouhar to avoid rape and captivity? Those who don't learn from history are condemned to repeat it..	0	0	0
2024	Note saying'what do you mean I dont need ID EVERYONE knows who I am' makes you look like an a%€hole #relaxthereDListcelebrity #humbleclearly	0	0	0
2025	When you find yourself in a hole, quit digging. - Will Rogers #quote	0	0	0
2027	@AJEnglish What do you expect, they were captive of Muslims following the Qur'an. It allows rape and murder of captive infidels. Read your own book and that it does.	0	0	0
2028	Oh You Cunt! It's 9:30AM	0	0	0
2029	Sucking dick behind close doors but fucking pussy openly	0	0	0
2030	@EkCupCoffee You went to Ram Ashraya for lunch. In the evening? 😱 But Ram Ashraya is 👌 though.	0	0	0
2031	Remind me what I pay NI for. And what the fuck have you done with our money cunt? https://t.co/OGyzE5SxrO	0	0	0
2032	Im not a hoe and you not gone treat me like one, people don’t understand that. 🤦🏾‍♂️	0	0	0
2033	The woman who #accused nelly of #rape has dropped her case. https://t.co/TVobycC1GT https://t.co/zd6lu1fbhc	0	0	0
2034	@aliceharg I’m pretty sure it’s me, says Tom right there you dumb cunt	0	0	0
2035	To use rape as a weapon towards women are far worse than using a bullet. Only other men can help the women in Burma. Stand up for the women	0	0	0
2036	When it comes to rape, you can't be too careful	0	0	0
2037	@DaithiDeNogla Will you be throwing the odd 'Waaaaahhhhhh', 'Cunt' or 'Fook sake boys' in the mix? Or will that just be behind the scenes. 😉	0	0	0
2038	Life a hoe but gaw damn shit just so good when you hitting it right	0	0	0
2039	New blog post: ZX81 internal 16K RAM upgrade in a way which is reversible should you want to go back to the stock 1K https://t.co/HFHFW2rdfZ https://t.co/8P94dShV07	0	0	0
2040	@BiteSized_Meg how drunk was this a hole and did you threaten to chop it off in theme with the month?	0	0	0
2041	Iran: Justice needed for rape &; murder of 7-yr-old girl but executing the 17-yr-old boy convicted doesn't deliver it https://t.co/OOtdDUnpmA	0	0	0
2042	@Brian_Glow Aye every cunt can see yer a pure irrelevance other than the rangers twitter maws n da’s that follow follow you hahhaha	0	0	0
2043	@DivvyLad @baronessbatz @JohnMoylan01 @GreatOrmondSt @TfLTPH Shut up you bald cunt	0	0	0
2044	@Flowabelle @cryptoriana wait are you saying that the canine birth canal is not a puppy sized hole in the mother's belly?	0	0	0
2045	Y’all gas Eminem’s ass way too much for me like the way that grown ass man talks about rape and beating women is not excusable.	0	0	0
2046	@LeftisEvil6 Legally it is rape if you inserted something inside someone without their consent	0	0	0
2047	@leedixon547 @trollier10 @snoopdoggwanabe Happy birthday you crazy cunt 😘#EarthWormJim	0	0	0
2048	@ThreeSixRW @6abc White man rape also. Brock Turner got caught raping a women only served 3 monthe	0	0	0
